,realtime_start,date,value
267,2000-08-01 00:00:00,1961-01-01 00:00:00,22.18
268,2003-12-23 00:00:00,1961-01-01 00:00:00,
269,2004-01-05 00:00:00,1961-01-01 00:00:00,20.94
270,2004-02-02 00:00:00,1961-01-01 00:00:00,20.937
271,2009-08-04 00:00:00,1961-01-01 00:00:00,
272,2009-08-05 00:00:00,1961-01-01 00:00:00,18.754
273,2011-08-02 00:00:00,1961-01-01 00:00:00,18.763
274,2013-08-02 00:00:00,1961-01-01 00:00:00,17.686
275,2018-07-31 00:00:00,1961-01-01 00:00:00,16.604
276,2021-07-30 00:00:00,1961-01-01 00:00:00,16.571
277,2023-09-29 00:00:00,1961-01-01 00:00:00,15.665
278,2000-08-01 00:00:00,1961-02-01 00:00:00,22.2
279,2003-12-23 00:00:00,1961-02-01 00:00:00,
280,2004-01-05 00:00:00,1961-02-01 00:00:00,20.95
281,2004-02-02 00:00:00,1961-02-01 00:00:00,20.953
282,2009-08-04 00:00:00,1961-02-01 00:00:00,
283,2009-08-05 00:00:00,1961-02-01 00:00:00,18.773
284,2011-08-02 00:00:00,1961-02-01 00:00:00,18.781
285,2013-08-02 00:00:00,1961-02-01 00:00:00,17.703
286,2018-07-31 00:00:00,1961-02-01 00:00:00,16.62
287,2021-07-30 00:00:00,1961-02-01 00:00:00,16.587
288,2023-09-29 00:00:00,1961-02-01 00:00:00,15.679
289,2000-08-01 00:00:00,1961-03-01 00:00:00,22.19
290,2003-12-23 00:00:00,1961-03-01 00:00:00,
291,2004-01-05 00:00:00,1961-03-01 00:00:00,20.94
292,2004-02-02 00:00:00,1961-03-01 00:00:00,20.941
293,2009-08-04 00:00:00,1961-03-01 00:00:00,
294,2009-08-05 00:00:00,1961-03-01 00:00:00,18.762
295,2011-08-02 00:00:00,1961-03-01 00:00:00,18.77
296,2013-08-02 00:00:00,1961-03-01 00:00:00,17.693
297,2018-07-31 00:00:00,1961-03-01 00:00:00,16.61
298,2021-07-30 00:00:00,1961-03-01 00:00:00,16.578
299,2023-09-29 00:00:00,1961-03-01 00:00:00,15.67
300,2000-08-01 00:00:00,1961-04-01 00:00:00,22.17
301,2003-12-23 00:00:00,1961-04-01 00:00:00,
302,2004-01-05 00:00:00,1961-04-01 00:00:00,20.93
303,2004-02-02 00:00:00,1961-04-01 00:00:00,20.928
304,2009-08-04 00:00:00,1961-04-01 00:00:00,
305,2009-08-05 00:00:00,1961-04-01 00:00:00,18.751
306,2011-08-02 00:00:00,1961-04-01 00:00:00,18.76
307,2013-08-02 00:00:00,1961-04-01 00:00:00,17.683
308,2018-07-31 00:00:00,1961-04-01 00:00:00,16.6
309,2021-07-30 00:00:00,1961-04-01 00:00:00,16.568
310,2023-09-29 00:00:00,1961-04-01 00:00:00,15.661
311,2000-08-01 00:00:00,1961-05-01 00:00:00,22.19
312,2003-12-23 00:00:00,1961-05-01 00:00:00,
313,2004-01-05 00:00:00,1961-05-01 00:00:00,20.94
314,2009-08-04 00:00:00,1961-05-01 00:00:00,
315,2009-08-05 00:00:00,1961-05-01 00:00:00,18.762
316,2011-08-02 00:00:00,1961-05-01 00:00:00,18.77
317,2013-08-02 00:00:00,1961-05-01 00:00:00,17.693
318,2018-07-31 00:00:00,1961-05-01 00:00:00,16.609
319,2021-07-30 00:00:00,1961-05-01 00:00:00,16.577
320,2023-09-29 00:00:00,1961-05-01 00:00:00,15.67
321,2000-08-01 00:00:00,1961-06-01 00:00:00,22.2
322,2003-12-23 00:00:00,1961-06-01 00:00:00,
323,2004-01-05 00:00:00,1961-06-01 00:00:00,20.95
324,2004-02-02 00:00:00,1961-06-01 00:00:00,20.951
325,2009-08-04 00:00:00,1961-06-01 00:00:00,
326,2009-08-05 00:00:00,1961-06-01 00:00:00,18.771
327,2011-08-02 00:00:00,1961-06-01 00:00:00,18.78
328,2013-08-02 00:00:00,1961-06-01 00:00:00,17.701
329,2014-08-01 00:00:00,1961-06-01 00:00:00,17.702
330,2018-07-31 00:00:00,1961-06-01 00:00:00,16.617
331,2021-07-30 00:00:00,1961-06-01 00:00:00,16.585
332,2023-09-29 00:00:00,1961-06-01 00:00:00,15.677
333,2000-08-01 00:00:00,1961-07-01 00:00:00,22.24
334,2003-12-23 00:00:00,1961-07-01 00:00:00,
335,2004-01-05 00:00:00,1961-07-01 00:00:00,21.0
336,2004-02-02 00:00:00,1961-07-01 00:00:00,20.996
337,2009-08-04 00:00:00,1961-07-01 00:00:00,
338,2009-08-05 00:00:00,1961-07-01 00:00:00,18.812
339,2011-08-02 00:00:00,1961-07-01 00:00:00,18.82
340,2013-08-02 00:00:00,1961-07-01 00:00:00,17.74
341,2018-07-31 00:00:00,1961-07-01 00:00:00,16.653
342,2021-07-30 00:00:00,1961-07-01 00:00:00,16.621
343,2023-09-29 00:00:00,1961-07-01 00:00:00,15.711
344,2000-08-01 00:00:00,1961-08-01 00:00:00,22.26
345,2003-12-23 00:00:00,1961-08-01 00:00:00,
346,2004-01-05 00:00:00,1961-08-01 00:00:00,21.01
347,2004-02-02 00:00:00,1961-08-01 00:00:00,21.014
348,2009-08-04 00:00:00,1961-08-01 00:00:00,
349,2009-08-05 00:00:00,1961-08-01 00:00:00,18.828
350,2011-08-02 00:00:00,1961-08-01 00:00:00,18.836
351,2013-08-02 00:00:00,1961-08-01 00:00:00,17.755
352,2018-07-31 00:00:00,1961-08-01 00:00:00,16.667
353,2021-07-30 00:00:00,1961-08-01 00:00:00,16.635
354,2023-09-29 00:00:00,1961-08-01 00:00:00,15.724
355,2000-08-01 00:00:00,1961-09-01 00:00:00,22.29
356,2003-12-23 00:00:00,1961-09-01 00:00:00,
357,2004-01-05 00:00:00,1961-09-01 00:00:00,21.04
358,2004-02-02 00:00:00,1961-09-01 00:00:00,21.039
359,2009-08-04 00:00:00,1961-09-01 00:00:00,
360,2009-08-05 00:00:00,1961-09-01 00:00:00,18.85
361,2011-08-02 00:00:00,1961-09-01 00:00:00,18.858
362,2013-08-02 00:00:00,1961-09-01 00:00:00,17.776
363,2018-07-31 00:00:00,1961-09-01 00:00:00,16.686
364,2021-07-30 00:00:00,1961-09-01 00:00:00,16.654
365,2023-09-29 00:00:00,1961-09-01 00:00:00,15.742
366,2000-08-01 00:00:00,1961-10-01 00:00:00,22.28
367,2003-12-23 00:00:00,1961-10-01 00:00:00,
